item_code,item_name,decision,correct_product_name,correct_product_name_ar
79666,OMEGAPRESS 0.2MG 30TABS,auto_matched,OMEGAPRESS 0.2 MG 30 TABS.,اوميجابريس 0.2 مجم 30 اقراص
79300,OMNEVORA 8 I.M. AMPS. 2 ML,auto_matched,OMNEVORA 8 I.M. AMPS. 2 ML,اومنيفورا 2 مل 8 امبول عضل
74902,OMNICEF 300 MG 10 CAP,auto_matched,OMNICEF 300 MG 10 CAP.,اومنيسيف 300 مجم 10 كبسول
49484,ONE ALPHA 0.5 MCG TAB,auto_matched,ONE ALPHA 0.5 MCG 30 CAPS.,وان الفا 0.5 مكجم 30 كبسول
73578,ONE ALPHA 1MCG 30 CAP,auto_matched,ONE ALPHA 1 MCG 30 CAPS.,وان الفا 1 مجم
73369,ONE TWO THREE SYP 120 ML,approved_match,1 2 3 ONE TWO THREE SYRUP 120 ML,1 2 3 وان تو ثري شراب 120 مل
88481,OPONOV 20 TABLETS,auto_matched,OPONOV 20 TABLETS,اوبونوف 20 اقراص
90448,ORCHACORTIN 1% 5MG OINTMENT,approved_match,ORCHACORTIN 1 % EYE OINT. 5 GM,اوركاكورتين مرهم للعين 5 جم
52075,ORLISTAT 120 MG 30 CAP,auto_matched,ORLISTAT 120 MG 30 CAPSULES,اورليستات 120 مجم 30 كبسول
66035,OROVEX MOUTHWASH CLOVE 250 ML SYRUP,approved_match,OROVEX CLOVE MOUTH WASH 250 ML,اوروفيكس قرنفل غسول للفم 250 مل
73730,OROVEX MOUTHWASH DELICATE 250 ML,auto_matched,OROVEX CLOVE MOUTH WASH 250 ML,اوروفيكس قرنفل غسول للفم 250 مل
78502,OROVEX-H MOUTH WASH 150 ML,auto_matched,OROVEX H MOUTH WASH 150 ML,اوروفيكس اتش غسول للفم 150 مل
78516,OSELTAMIVIR 75 MG 10 CAPS,auto_matched,OSELTAMIVIR 75 MG 10 CAPS,اوسيلتافير 75 مجم 10 كبسول
85247,OSSILOR D 400 30ML DROP,auto_matched,OSSILOR D 400 30 ML DROP,اوسيلور دي 400 وحده / 0.5 مل نقط بالفم 30 مل
86856,OSTEO ZAD SYRUP 120 ML,auto_matched,OSTEO ZAD CALCIUM 120 ML SYRUP,اوستيو زاد كالسيوم 120 مل شراب
4283,OTOCORT DROPS,auto_matched,OTOCORT EAR DROPS 10 ML,اوتوكورت قطره للاذن 10 مل
73281,OTRIVIN ADULT DROPS 15 ML,approved_match,OTRIVIN 0.1 % ADULT NASAL DROPS 15 ML,اوتريفين للكبار 0.1 % قطره للانف 15 مل
79674,OVUNHIPITA 75 MCG 28 TABS.,auto_matched,OVUNHIPITA 75 MCG 28 TABS.,اوفيونهيبيتا 75 مكجم 28 اقراص
54619,OXALEPTAL 600 MG 30 TAB,auto_matched,OXALEPTAL 600 MG 30 F.C. TABS.,اوكساليبتال 600 مجم 30 اقراص
8887,PAIN RELIEFER 30 CAP,auto_matched,PAIN RELIEFER 30 CAPS.,بين ريليفر 30 كبسول
90887,PALMITREAT 600 30CAP,auto_matched,PALMITREAT 600 MG 30 H.G. CAPS,بالميتريت 600 مجم 30 كبسول
91686,PANADOL EXTRA OPTI ZORB 24 F.C. TABS,auto_matched,PANADOL EXTRA 24 F.C. TAB OPTIZORB,بانادول اكسترا 24 اقراص اوبتي زورب سريع الانتشار
80483,PANADOL JOINT 24 TABS,approved_match,PANADOL JOINT 24 ER TABLETS,بانادول جوينت 24 اقراص
79639,PANADOL MIGRAINE 30 TABS,approved_match,PANADOL MIGRAINE 30 TABS.,بانادول ميجران 30 اقراص
57403,PANTAZOL40 MG VIAL,approved_match,PANTAZOL 40 MG POWDER FOR I.V. INF. VIAL,بانتازول 40 مجم امبول وريد
9808,PANTOLOC 20MG 14TAB,auto_matched,PANTOLOC 20 MG 14 E.C. TAB.,بانتولوك 20 مجم 14 اقراص
84728,PANTOMERICAN 40MG- 14TAB,auto_matched,PANTOMERICAN 40 MG 14 F.C. TABS,بانتوميريكان 40 مجم كبسول
74283,PARACETAMOL-ADCO 500 MG 20 TABS,auto_matched,PARACETAMOL ADWIC 500 MG 20 TAB,باراسيتامول النصر 500 مجم 20 اقراص
46458,PAROFEN TAB,auto_matched,PAROFEN 30 OBLONG TAB,باروفين 30 اقراص
79669,PAROXETINE CR 25 MG 30 F.C. TABS.,auto_matched,PAROXETINE CR 25 MG 30 F.C.TABS.,باروكسيتين سي ار 25 مجم 30 اقراص
88216,PASSION BABY BODY LOTION 200 ML,auto_matched,PASSION BABY BODY LOTION 200 ML,باشون بيبي لوسيون للجسم 200 مل
83548,PASTOSAGE 50GM MASSAGE GEL,auto_matched,PASTOSAGE MASSAGE GEL 50 GM,باستوساج مساج جل 50 جم
83382,PECTOL ORANGE NEW,approved_match,PECTOL FRESH BONBON WITH ORANGE FLAVOUR 24 STRIPS 8 TABLETS,بكتول استحلاب برتقال 24 شريط 8 اقراص
84322,PEDIAGROW 3 MILK 400GM,auto_matched,PEDIA GROW 3 MILK 400 GM,لبن سولا برو اطفال فانيليا
82119,PEDIAMIL AR MILK 400GM,auto_matched,PEDIAMIL AR MILK 400 GM,بدياميل ايه ار لبن 400 جم
73707,PEPON PLUS 20 CAP,auto_matched,PEPON PLUS 20 CAPS.,بيبون بلس 20 كبسول
88065,PERDOFENEX 267 MG 30 CAPS.,auto_matched,PERDOFENEX 267 MG 30 CAPS.,بيردوفينيكس 267 مجم 30 كبسول
22799,PERFECT CARE SOLUTION 120 ML,auto_matched,PERFECT CARE SOLUTION 120 ML,بيرفكت كير محلول 120 مل
83596,PETRO 30 TAB,auto_matched,PETRO 30 TAB,بيترو 30 اقراص
81891,PETTIX CREAM,auto_matched,PETTIX CREAM 50 GM,بيتكس كريم 50 جرام
88074,PHARA FERO 27 30 CAPSULES,auto_matched,PHARA FERO 27 30 CAPS,فرافيرو 27 عادي 30 كبسول
78462,PHILOZAC 20MG 30-CAP,auto_matched,PHILOZAC 20 MG 30-CAP,فيلوزاك 20 مجم 30 كبسول
79675,PIXASPIRE 2.5 MG 30 F.C. TABS.,auto_matched,PIXASPIRE 2.5 MG 30 F.C. TABS.,بيكساسبير 2.5 مجم 30 اقراص
16854,PLAVIX 75 MG 28 TAB,auto_matched,PLAVIX 75 MG 28 F.C.TABS,بلافيكس 75 مجم 28 اقراص
89913,POINTZAM 30 TABS,auto_matched,POINTZAM 30 CAP,بوينتزام 30 اقراص
57711,POLYFRESH EYE DROPS 10 ML,approved_match,POLYFRESH 2 % EYE DROPS 10 ML,بولي فريش 2 % قطره للعين 10 مل
57680,POTASSIUM CHLORIDE 5 ML,approved_match,POTASSIUM CHLORIDE I.V. 5 ML 5 AMP,بوتاسيوم كلوريد 5 مل 5 امبول
POT,POTASSIUM PERMENGANATE,approved_match,AL AHRAM A POTASSIUM PERMANGANATE 12 PCS,برمنجنات بوتاسيوم بالدسته
59893,POWERECTA 20 MG 4TAB,auto_matched,POWERECTA 20 MG 4 F.C. TABS,باوريكتا 20 مجم 4 اقراص
65985,PRAXILENE 200 MG 30 TAB,auto_matched,PRAXILENE 200 MG 30 F.C. TAB.,براكسيلان 200 مجم 30 اقراص
89715,PRECOLM CREAM 50MG,auto_matched,PRECOLM CREAM 50 MG,بريكولم كريم 50 جم
89589,PREDSOL 5MG/5ML SYRUP 125ML,auto_matched,PREDSOL 5 MG / 5 ML SYRUP 125 ML,بريدسول 5 مجم 5 مل شراب 125 مل
88746,PREGNACARE BREAST-FEEDING 84 TABS/CAPS,auto_matched,PREGNACARE BREAST FEEDING 84 TAB,بريجناكير للرضاعه 84 اقراص
84563,PREGNAVIX 30 TABS,auto_matched,PREGNAVIX 30 F.C.TABS,بريجنافكس 30 اقراص
88331,PREGTILITY 60 CAPS.,auto_matched,PREGTILITY 60 CAPS,بريجتيلتي 60 كبسول
87032,PREVAGLIP 5 MG 30 TABS,auto_matched,PREVAGLIP 5 MG 30 TABS.,بريفاجليب 5 مجم 30 اقراص
90581,PRIMOXIZAR 400MG,auto_matched,PRIMOXIZAR 400 MG 10 F.C. TAB,بريموكسيزار 400 مجم 10 اقراص
81385,PRINORELAX 15 MG 30 EXT. R.CAPS,auto_matched,PRINORELAX 15 MG 30 EXT. R.CAPS,برينوريلاكس 15 مجم 30 كبسول
74591,PRISMAVEN 100 MG 30 TAB,auto_matched,PRISMAVEN 100 MG 30 EXT. REL. TAB.,بريسمافين 100 مجم 30 اقراص
73571,PRISOLINE DROPS,auto_matched,PRISOLINE EYE / NASAL DROPS 15 ML,بريزولين قطره للعين والانف 15 مل
48132,PROCORLAN 7.5MG TAB,auto_matched,PROCORALAN 7.5 MG 28 F.C. TABS.,بروكورالان 7.5 مجم 28 اقراص
23049,PROGRAF 1 MG 100 CAP,auto_matched,PROGRAF 1 MG 100 CAPS.,بروجراف 1 مجم 100 كبسول
73718,PRONTOGEST 100MG 10 AMP,auto_matched,PRONTOGEST 100 MG / 2 ML 10 I.M.AMP,برونتوجيست 100 مجم / 2 مل 10 امبول
89699,PRONTOMUTIM 100 MG 30 F.C. TABS,auto_matched,PRONTOMUTIM 100 MG 30 TABS,برونتوميوتيم 100 مجم 30 اقراص
92059,PROST ADE 30 CAPSULES,auto_matched,PROST ADE 30 CAPSULES,بروست ايد 30 كبسول
59790,PROSTETROL 10 MG 30 TAB,auto_matched,PROSTETROL 10 MG 30 TAB,بروستيترول 10 مجم 30 اقراص
56724,PROTECA LOTION 120ML,auto_matched,PROTECA TOPICAL LOTION 120 ML,بروتيكا لوشن 120 مل
77505,PRUCASOFT 2 MG TABS,auto_matched,PRUCASOFT 2 MG 14 F.C.TABS.,بروكاسوفت 2 مجم 14 اقراص
P25,PULMICORT 0.25 MG 2 ML,approved_match,PULMICORT 0.25 MG / ML 20 NEBULIZER VIAL SUSP.,بالميكورت 0.25 مجم / مل 20 امبول
p50,PULMICORT 0.5 MG 2 ML,auto_matched,PULMICORT 0.5 MG / ML 5 NEBULIZER VIAL SUSP.,بالميكورت 0.5 مجم / مل 5 امبول (شريط)
87924,PUMPIZAN 20 MG 20 F.C TABLETS,auto_matched,PUMPIZAN 20 MG 20 TAB,بامبيزان 20 م اقراص
88817,PURELAN CREAM 60 GM,auto_matched,PURELAN CREAM 60 GM,بيورلان كريم 60 جم
32869,PURGATON 20 mg 30TAB,auto_matched,PURGATON 20 mg 30 TAB,برجاتون 20 مجم 30 اقراص
75146,PYSTINON 60 MG 20TAB,auto_matched,PYSTINON 60 MG 20 SUGAR COATED TAB.,بيستينون 60 مجم 20 اقراص
1,Panadol,auto_matched,Panadol,بنادول
63982,QUETIAPINE 100 MG 30 TAB,auto_matched,QUETIAPINE 100 MG 30 F.C. TAB.,كويتيابين 100 مجم 30 اقراص
73322,QUICK SLIM 120 mg 30CAP,auto_matched,QUICK SLIM 120 MG 30 CAPS.,كويك سليم 120 مجم 30 كبسول
91111,QULAPERAFEN SYRUP,approved_match,QULAPERAFEN SUYRP 100 ML,كولابيرافين شراب 100 مل
90571,RAFADO B COMPLEX 20 SAC,auto_matched,RAFADA B COMPLEX 20 ODF,رافادا بي كومبلكس 20 فيلم
80570,RANXAPIN 10MG 21TAB,auto_matched,RANXAPIN 10 MG 21 TAB,رانكسابين 10 مجم 21 اقراص
87779,RECORMON 4000 0.3 AMP,approved_match,RECORMON 4000,ريكورمون 4000 وحده 6 سرنجات
79686,RECOXIBRIGHT 120 MG 7 F.C TABS.,auto_matched,RECOXIBRIGHT 120 MG 7 F.C.TABS.,ريكوكسيبرايت 120 مجم 7 اقراص
88475,RECOXITRO 60 MG 30 F.C. TABS,approved_match,RECOXITRO 60 MG 30 F.C. TABS,روكوكسيترو 60 مجم 30 اقراص
86280,REDAND 20CAPS,auto_matched,REDAND 20 CAPS,ريداند 20 كبسول
92491,REDFERX 30 CAPSULES,auto_matched,REDFERX 30 CAPS,ريدفيركس 30 كبسول
80675,REGAINE 5% FOAM 73ML,auto_matched,REGAINE 5% FOAM 73 ML,ريجين 5 % فوم 73 مل
60242,REGCOR 10 MG 10 TAB,auto_matched,REGCOR 10 MG 10 TAB.,ريجكور 10 مجم 10 اقراص
46872,RELAXON 30 CAP,auto_matched,RELAXON 30 CAPS.,ريلاكسون 30 كبسول
92005,RELAXOSPASM XR 15MG 20 TAB,auto_matched,RELAXOSPASM XR 15 MG 20 TAB,ريلاكسوسبازم اكس ار 15 مجم 20 اقراص
90873,RELIVATEAR EYE DROPS 15 ML,auto_matched,RELIVATEAR EYE DROPS 15 ML,رليفاتير قطره للعين 15 مل
18381,REMERON 30 MG 10 TAB,auto_matched,REMERON 30 MG 10 TAB,ريميرون 30 مجم 10 اقراص
79687,REMIGOLINE 0.5 MG 2 TABS.,auto_matched,REMIGOLINE 0.5 MG 2 TAB.,ريميجولين 0.5 مجم 2 اقراص
67473,RENICLAIR SPRAY 15 ML,auto_matched,RENICLAIR NASAL SPRAY 15 ML,رينيكلير بخاخ للانف 15 مل
85391,RENNIE 24 CHEWABLE TABS,auto_matched,RENNIE 24 CHEW. TAB,ريني 24 اقراص
454655,RESTMAG B6 30 TABS,auto_matched,RESTMAG B 6 30 TABS,ريستماج ب 6 30 اقراص
48055,REVI-2 CREAM 50 GM,auto_matched,REVI 2 CREAM 50 GM,ريفي 2 كريم 50 جم
89588,REXODIN 10% ANTISEPTIC SOLUTION 60 ML,auto_matched,REXODIN ANTISEPTIC SOLUTION 60 ML,ريكسودين محلول مطهر 60 مل
8994,RHINOPRO SYRUP,approved_match,RHINOPRO SYRUP 90 ML,رينوبرو شراب 90 مل
90083,RICHI PANTHENOL 50g GEL,auto_matched,RICHI PANTHENOL GEL 50 GM,ريتشي بانثينول جل 50 جم
RA,RINGER ACETATE 500 ML,auto_matched,RINGERACETATE 500,رينجر اسيتات وريد 500 مل المتحدون
67262,RIVAROSPIRE 10MG 20TAB,auto_matched,RIVAROSPIRE 10 MG 20 F.C. TAB.,ريفاروسبير 10 مجم 20 اقراص
72873,RIVAROSPIRE 20 MG 28 TAB,auto_matched,RIVAROSPIRE 20 MG 28 F.C. TAB.,ريفاروسبير 20 مجم 28 اقراص
61860,ROSITA HAIR LOTION 250 GM,auto_matched,ROSITA HAIR LOTION 250 ML,روزيتا لوشن للشعر 250 مل
89599,ROTAHELEX CYSTEINE SYRUP 100ML,auto_matched,ROTAHELEX CYSTEINE 100 ML SYRUP,روتاهيلكس سيستايين شراب 100 مل
88906,ROTAPYRETIC 1 GM/100ML VIAL FOR I.V. INF,auto_matched,ROTAPYRETIC 1 GM / 100 ML VIAL FOR I.V. INF.,روتابايريتيك 1 جم / 100 مل امبول
80326,ROYAL PROVITE 5000 10 AMPOULES,approved_match,ROYALPROVITE 5000 MG AMP,مارنيز رويال 5000 بروفيت 10 خقن 11 مل
8971,ROYAL TEA REGIME 50 SACHET,approved_match,ROYAL REGIME HERBAL TEA 2 GM* 50 FILTER BAGS,رويال شاي ريجيم 50 كيس
81399,RUMAXIMAP 90 MG 30 TABS,auto_matched,RUMAXIMAP 90 MG 30 F.C.TABS,روماكسيماب 90 مجم 30 اقراص
89660,RUXOTOP 1.5% CREAM 60 GM,auto_matched,RUXOTOP 1.5 % CREAM 60 GM,روكسوتوب 1.5 % كريم 60 جم
74108,RX MASSAGE CREAM 50 GM,auto_matched,RX MASSAGE CREAM 50 GM,ار اكس كريم مساج 50 جم
79832,RYZODEG 100UNITS PENFILL,auto_matched,RYZODEG 100 I.U. / ML FLEXTOUCH PRE FILLED PEN,رايزوديج فليكس تاتش 100 وحده / مل قلم
84040,RotMOOV 40GM MASSAGE CREAM,auto_matched,ROTMOOV MASSAGE CREAM 40 GM,مووف كريم / روتمووف روتكس 40
75136,S-26 PRO GOLD (1) 400 GM MILK,auto_matched,S 26 PRO GOLD 1 MILK 400 GM,اس 26 برو جولد 1 لبن 400 جم
91085,S-26 PROMIL GOLD 2 MILK 900 GM,auto_matched,S 26 GOLD 2 MILK 900 GM,اس 26 جولد 2 لبن 900 جم
91481,SALMETOCORT 500/50MCG 60 PD. INH. CAPS.+ INH. DEVI,auto_matched,SALMETOCORT 500/50 MCG 60 PD. INH. CAPS.+ INH. DEVI,سالميتوكورت 500 / 50 مكجم 60 كبسول استنشاق
79138,SANSOCOD 200ML SYRUP,auto_matched,SANSOCOD SYRUP 200 ML,سانسو كود شراب 200 مل
91159,SANTORIN 350 MG 20 CAPS,auto_matched,SANTORIN 350 MG 20 CAPULES,سانتورين 350 مجم 20 كبسول
58345,SARCOZIDE 12.5/16 20 TAB,auto_matched,SARCOZIDE 16 / 12.5 MG 20 TABS.,ساركوزايد 16 / 12.5 مجم 20 اقراص
74519,SCARO GEL 50 GM,auto_matched,SCARO GEL 50 GM,سكارو جل 50 جم
81484,SECTOR EXFOLIATING FACIAL GEL 250 GM,auto_matched,SECTOR EXFOLIATING GEL 250 GM,سيكتور جل اكسفوليتينج 250 جم
20408,SEDIPROCT SUPP,auto_matched,SEDIPROCT 6 SUPP.,سيديبروكت 6 لبوس
23233,SELENIUM-ACE 30 TAB,auto_matched,SELENIUM ACE 30 TABS,سيلينوم ايه سي اي 30 اقراص
72944,SELOKEN ZOC 50 MG 28 TAB,auto_matched,SELOKENZOC 50 MG 28 PROLONGED R.TABS.,سيلوكينزوك 50 مجم 28 اقراص
85635,SERIOPRAZOLE 40MG,auto_matched,SERIOPRAZOLE 40 MG 20 CAPS.,سريوبرازول 40 مجم 20 اقراص
22337,SERLIFT 100MG 10 F.C. TAB,auto_matched,SERLIFT 100 MG 10 F.C. TAB.,سيرليفت 100 مجم 10 اقراص
82007,SEROPIPE HAIR MASK 300ML,auto_matched,SEROPIPE HAIR SHAMPOO 300 ML,سيروبايب شامبو للشعر 300 مل
81274,SHARKILAGE PLUS 30 CAPS,auto_matched,SHARKILAGE PLUS 30 CAPS.,شاركيلاج بلس 30 كبسول
89122,SIDERAL ACTIVE 20 CAPS,auto_matched,SIDERAL ACTIVE 20 CAPSULES,سيدرال اكتيف 20 كبسول
78181,SIMEDILL SYRUP 120ML,auto_matched,SIMEDILL EMULSION 120 ML,سايميدل شراب 120 مل
73203,SIMETHICONE 2% (30ML) ORAL DROPS.,auto_matched,SIMETHICONE 2 % ( 30 ML) ORAL DROPS AMRIYA,سايميثيكون قطره 30 مل العامريه
75017,SINLERG 20TAB,auto_matched,SINLERG 20 TABLETS,سينليرج 20 اقراص
73582,SIRDALUD 2MG 20TAB,auto_matched,SIRDALUD 2 MG 20 TAB.,سيردالود 2 مجم اقراص
73381,SIRDALUD 4MG 20TAB,auto_matched,SIRDALUD 4 MG 20 TAB.,سيردالود 4 مجم 20 اقراص
56966,SKINATRA OINT 15 GM,auto_matched,SKINATRA TOP. OINT. 15 GM,سكينترا مرهم 15 جم
82097,SLEEPEZ 3 MG 30 TABS,auto_matched,SLEEPEZ 3 MG 30 F.C.TABS,سليبيز 3 مجم 30 اقراص
59327,SLIMMER 50 SACHETS,approved_match,SLIMMER SWEETENER 50 SACHETS,سليمر 50 اكياس
90325,SOFIMER 2.6% FAMILY NASAL SPRAY 100 ML,auto_matched,SOFIMER 2.6 % FAMILY NASAL SPRAY 100 ML,سوفيمير 2.6 % فاميلي هيبرتونيك كبار 100 مل
73566,SOLOFRESH EYE DROPS 10 ML,approved_match,SOLOFRESH 0.2 % EYE DROPS 10 ML,سولوفريش 0.2 % قطره للعين 10 مل
73947,SOLUPRED OR 20 MG 20 TAB,auto_matched,SOLUPRED ORO 20 MG 20 ORODISPERSIBLE TABS.,سولوبريد 20 مجم 20 اقراص
68903,SOLVIMYST SYRUP 120 ML,auto_matched,SOLVIMYST SYRUP 120 ML,سولفيمست 100 مجم / 5 مل شراب 120 مل
73147,SOMATROPIN 4 I.U..1.6MG VIAL,auto_matched,SOMATROPIN 4 I.U.= 1.6 MG VIAL,سوماتروبين 1.6 مجم امبول
91887,SPARKPHI 10 ML ORAL DROPS,auto_matched,SPARKPHI ORAL DROP 10 ML,سباركفي قطره بالفم 10 مل
74069,SPASMOFREE 3 AMP,approved_match,SPASMOFEN 3 AMP. FOR I.M. INJ.,سبازموفين 3 امبول
84308,SPERTILITY 14 SACH,auto_matched,SPERTILITY 14 SACHETS,سبرتلتي 14 اكياس
88828,STAMIGEN 30 CAPS,auto_matched,STAMIGEN 30 CAPS,ستاميجن 30 اقراص
79718,STARVILE WHITENING SOAP 100 GM,auto_matched,STARVILLE WHITENING SOAP 100 GM,ستارفيل صابون للتفتيح 100 جم
82817,STEADYFUTAL 24MG 40TABS,auto_matched,STEADYFUTAL 24 MG 40 TAB,ستيديفوتال 24 مجم 40 اقراص
91707,STOPADOL MIGRAINE 30 F.C. TABS.,approved_match,STOPADOL MIGRAINE 30 TABS,ستوبادول ميجران 30 اقراص
88096,STOPADOL NIGHT 30TABS,auto_matched,STOPADOL NIGHT 30 F.C.TABS,ستوبادول نايت 30 اقراص
79703,STRINGAZOLE 40MG 21 TABLETS,auto_matched,STRINGAZOLE 40 MG 21 ENTERIC COATED TAB.,سترينجازول 40 مجم 21 اقراص
90734,STROGENZO 100. 30CAP,auto_matched,STROGENZO 100. 30 CAP,ستروجينزو 100 مجم 30 اقراص
79941,SUGARLO 50MG 30 TABS,auto_matched,SUGARLO 50 MG 30 TABS.,شوجارلو 50 مجم 30 اقراص
79697,SUGARLO PLUS 500/50 30 TABLETS,auto_matched,SUGARLO PLUS 50 / 500 MG 30 F.C. TABS.,شوجارلو بلس 50 / 500 مجم 30 اقراص
77980,SUGARLO PLUS 850/50 30 TABLETS,auto_matched,SUGARLO PLUS 50 / 850 MG 30 F.C. TABS.,شوجارلو بلس 50 / 850 مجم 30 اقراص
47965,SULFAX PLUS GEL 60 GM,auto_matched,SULFAX PLUS MASSAGE GEL 60 GM,سولفاكس بلس جل مساج 60 جم
89180,SULPEPTA 25 MG 30 TABS,auto_matched,SULPEPTA 25 MG 30 TABS,سولبيبتا 25 مجم 30 اقراص
89118,SUPERKIDS GUMMIES 60 CAP,auto_matched,SUPERKIDS GUMMIES 60 PIECES,سوبر كيدز مالتي فيتامين 60 قطعه
89730,SUPERKIDS GUMMIES120 PIECES,auto_matched,SUPERKIDS GUMMIES 120 PIECES,سوبر كيدز مالتي فيتامين 120 قطعه
74693,SUPLFECT 30 CAP,auto_matched,SUPLFECT 30 CAPS,سبلفكت 30 كبسول
32158,SUPRAX 100MG SYRUP 30ML,auto_matched,SUPRAX 100 MG / 5 ML SUSP. 30 ML,سوبراكس شراب 30 مل
70503,SWEETAL 100 SACHETS 100 G,auto_matched,SWEETAL 100 TAB SUGAR,سويتال 100 اقراص
60145,SWEETAL 100 TAB,auto_matched,SWEETAL 100 TAB SUGAR,سويتال 100 اقراص
63736,SWEETAL POWDERED SUGAR 250 GM,auto_matched,SWEETAL POWDERED SUGAR 250 GM,سويتال بودر 250 جم اصفر
67849,SWISSLAC PREMIUM (2) 400 GM,approved_match,SWISSLAC PREMIUM 2 MILK 400 GM,سويسلاك بريميوم لبن رقم 2 400 جم
86340,SYCOCETAM 1000 MG 20 F.C. TABS.,auto_matched,SYCOCETAM 1000 MG 20 F.C. TABS.,سيكوسيتام 1000 مجم 20 اقراص
67239,SYCOCETAM 500 MG 20 TAB,auto_matched,SYCOCETAM 500 MG 20 F.C. TABS.,سيكوستام 500
49661,SYLVESTER 1 20 CAP,auto_matched,SYLVESTER 1 20 CAPS.,سيلفستر 1 20 كبسول
81148,SYNOBAR-S SOAP 100GM,auto_matched,SYNOBAR S SOAP 100 GM,سينوبار اس صابون 100 جم
75682,SYSTANE 10 ML EYE GEL DROPS,auto_matched,SYSTANE EYE GEL DROPS 10 ML,سيستان جل قطره عين 10 مل
59850,SYSTANE ULTRA 10ML EYE DROPS,auto_matched,SYSTANE ULTRA EYE DROPS 10 ML,سيستان الترا قطره للعين 10 مل
80226,S_26 PROMIL 2 GOLD 400GM MILK,auto_matched,S 26 PROMIL GOLD 2 MILK 400 GM,اس 26 برو جولد 2 لبن 400 جم
47651,T4-THYRO 100 MCG 100 TABS,approved_match,T 4 THYRO 100 MCG 100 TABS.,تي 4 ثيرو 100 مكجم 100 اقراص
47650,T4-THYRO 50MCG TAB,approved_match,T 4 THYRO 50 MCG 100 TABS.,تي 4 ثيرو 50 مكجم 100 اقراص
91868,TAMIFLU 75MG 10 CAPS,auto_matched,TAMIFLU 75 MG 10 CAPS,تاميفلو 75 مجم 10 كبسول
tar,TARDANZA 60 MG 3 F.C. TABS,auto_matched,TARDANZA 60 MG 3 F.C. TABS.,تاردانزا 60 مجم 3 اقراص
26526,TEARS GUARD DROPS,approved_match,TEARS GUARD 0.3 % EYE DROPS 15 ML,تيرز جارد 0.3 % قطره للعين 15 مل
73727,TEBONINA FORTE 40 MG 20 TAB,auto_matched,TEBONINA FORTE 40 MG 20 F.C. TAB.,تيبونينا فورت 40 مجم 20 اقراص
67302,TECAVIR 0.5 MG 30 TAB,auto_matched,TECAVIR 0.5 MG 30 F.C. TAB.,تيكافير 0.5 مجم 30 اقراص
74681,TECAVIR 1 MG 30 TAB,auto_matched,TECAVIR 1 MG 30 F.C.TAB.,تيكافير 1 مجم 30 اقراص
27163,TEGRETOL 200MG 30TAB,auto_matched,TEGRETOL 200 MG 30 TAB.,تيجريتول 200 مجم 30 اقراص
46303,TEGRETOL CR 400MG 20TAB,auto_matched,TEGRETOL CR 400 MG 20 F.C.DIVITABS,تيجريتول سي ار 400 مجم 20 اقراص
79887,TELFAST DECONGESTANT 60 120MG 10 TABS,approved_match,TELFAST DECONGESTANT 60 / 120 MG 10 EXT. REL. TABS,تلفاست دي 60 / 120 مجم 10 اقراص
30172,TERBIN CREAM,auto_matched,TERBIN 1 % CREAM 15 GM,تيربين 1 % كريم 15 جم
89742,TERMINAL HAIR LOTION SPRAY 110 ML,approved_match,TERMINAL HAIR SPRAY 110 ML,تيرمينال بخاخ للشعر 110 مل
91950,TESTERIOL 750MG/3ML I.M. VIAL,auto_matched,TESTERIOL 750 MG / 3 ML I.M VIAL,تيستيريول 750 مجم / 3 مل امبول
56077,TEXACORT 0.1 % CREAM 20 GM,auto_matched,TEXACORT 0.1 % TOP. LIPOCREAM 20 GM,تيكساكورت 0.1 % ليبوكريم 20 جم
74151,THIOTACID 300 MG 30 TAB,auto_matched,THIOTACID 300 MG 30 TAB.,ثيوتاسيد 300 مجم 30 اقراص
85213,THIOTACID 600 ORIGINAL 30 TABS,auto_matched,THIOTACID 600 MG 30 TABS.,ثيوتاسيد اوريجينال 600 مجم 30 اقراص
85898,THIOTACID COMPOUND 600 MG 30 CAP,auto_matched,THIOTACID COMPOUND 600 MG 30 F.C.CAPLETS,ثيوتاسيد مركب 600 مجم 30 كبسول
90271,THORMOXIBAN 10MG/10TAB,auto_matched,THORMOXIBAN 10 MG 10 F.C. TABS,ثورموكسيبان 10 مجم 10 اقراص
54471,THROMBEXX DNA GEL40 G,needs_correction,,
84912,THYROCARBIN 5MG 50 TABS,auto_matched,THYROCARBIN 5 MG 50 F.C. TABS.,ثايروكاربين 5 مجم 50 اقراص
84839,THYROXINE50 MG 100 TABLETS,auto_matched,THYROXINE 50 MG 100 TABLETS,ثيروكسين 50 مكجم 100 اقراص
80116,TOBRADEX OINT,approved_match,TOBRADEX EYE OINT. 3.5 GM,توبرادكس مرهم للعين 3.5 جم
2342,TOBRIN DROPS,approved_match,TOBRIN 0.3 % EYE DROPS 5 ML,توبرين 0.3 % قطره للعين 5 مل
92028,TODIPHI 10 ML ORAL DROPS,auto_matched,TODIPHI ORAL DROPS 10 ML,توديفاي قطره بالفم 10 مل
88461,TOMAZINE 10MG 30 TAB,auto_matched,TOMAZINE 10 MG 30 F.C. TAB.,تومازين 10 مجم 30 اقراص
73552,TOMEX PLUS 50 TAB,auto_matched,TOMEX PLUS 50 TABLETS,توميكس بلس 50 اقراص
