item_code,item_name,decision,correct_product_name,correct_product_name_ar
90205,TONADOGEST 10 MG 30 F.C. TABS,auto_matched,TONADOGEST 10 MG 30 TABS,تونادوجيست 10 مجم 30 اقراص
21518,TOPAMAX 25MG TAB,auto_matched,TOPAMAX 25 MG 60 F.C. TAB,توباماكس 25 مجم 60 اقراص
75716,TOPI-GENT SEBUM CLEANSING FOAM 150 ML,auto_matched,TOPI GENT SEBUM CLEANSING FOAM 150 ML,توبي جنت فوم سيبوم 150 مل
39985,TOPMODE FORTE TAB,approved_match,TOPMODE FORTE 200 MG 10 TAB,توبمود فورت 200 مجم 10 اقراص
83273,TOPRO 10 SACHETS,auto_matched,TOPRO 10 SACHETS,توبرو 10 كيس
78280,TORSERETIC 100 MG 30 TABS.,auto_matched,TORSERETIC 100 MG 30 TAB.,تورسريتك 100 مجم 30 اقراص
87435,TOTACAL CALCIUM 30 TAB,auto_matched,TOTACAL 30 TABS,توتاكال 30 اقراص
TOUX,TOUX PROSPERITY SYRUP 120 ML,auto_matched,TOUX PROSPERITY SYRUP 120 ML,توكس شراب 120 مل
80591,TREXOZOLA 2.5 MG 10 TABS,auto_matched,TREXOZOLA 2.5 MG 10 F.C. TABS.,تريكسوزولا 2.5 مجم 10 اقراص
51647,TRI TECT ACNE SOAP 100 GM,auto_matched,TRI TECT ACNE SOAP 100 GM,تراي تيكت اكني صابون حب شباب 100 جم
79330,TRI-BETAPRONATE TOPICAL CREAM 30 GM,auto_matched,TRI BETAPRONATE CREAM 30 GM,تري بيتابرونيت كريم 30 جم
90719,TRIGASTCARE 120 CAP,auto_matched,TRIGASTCARE 120 H.G. CAPS,ترايجاستاكير 120 كبسول
73761,TRILEPTAL 300MG 50TAB,approved_match,TRILEPTAL 300 MG 50 F.C.TAB.,تريليبتال 300 مجم 50 اقراص
74000,TRINUTREX 30 CAP,auto_matched,TRINUTREX 30 CAPS,ترينوتريكس 30 كبسول
23265,TRITACE 1.25MG 14TAB,approved_match,TRITACE 1.25 MG 14 TAB.,تريتاس 1.25 مجم 14 اقراص
57382,TRITACE PROTECT 10 MG 20 TAB,auto_matched,TRITACE PROTECT 10 MG 20 TAB.,تريتاس بروتكت 20 اقراص
73606,TRITONE 125ML SYRAP,approved_match,TRITONE 4.8 MG / ML SUSP. 125 ML,ترايتون شراب جديد
87346,TROPHIC SILICONE GEL 50 GM,auto_matched,TROPHIC SILICON GEL 50 GM,تروفيك سيليكون جل 50 جم
92068,TULANGO CONCIEVE 14SACH,auto_matched,TULANGO CONCEIVE 14 SACHETS,تولانجو كونسيف 14 اكياس
82616,TULANGO-SLIM 30 TABS,auto_matched,TULANGO SLIM 30 CAPS,تولانجو سليم 30 كبسول
81947,TUSSISTOP 60 MG 20 TABS,auto_matched,TUSSISTOP 60 MG 20 TABS,توسيستوب 60 مجم 20 اقراص
49880,TWINZOL EYE DROPS 5 ML,auto_matched,TWINZOL EYE DROPS 5 ML,توينزول قطره للعين 5 مل
81019,TWINZOL SINGLE DOSE 30 UNITS,approved_match,TWINZOL EYE DROPS 30 * 0.2 ML SDU,توينزول قطره يوني دوز
73248,TYMER DROPS 5 ML,approved_match,TYMER 0.3 % EYE DROPS 5 ML,تايمر قطره للعين 5 مل
63251,ULTRA FEET CREAM 50G,auto_matched,ULTRA FEET CREAM 50 GM,الترا فيت كريم 50 جم
75118,ULTRACAINE GEL,auto_matched,ULTRACAINE 5 % GEL 30 GM,التراكايين 5 % جل 30 جم
73308,ULTRASOLV 10 CAP,auto_matched,ULTRASOLV 10 F.C. TAB,التراسولف 10 اقراص
73361,UNICTAM 1500 VIAL,approved_match,UNICTAM 1.5 GM I.M / I.V. VIAL,يونيكتام 1.5 جم امبول
91952,UNIK IN SPRAY 30 ML,auto_matched,UNIK IN SPRAY 30 ML,يونيك ان بخاخ 30 مل
79479,UNISIATEM 80MG 30 TABS,auto_matched,UNISIATEM 80 MG 30 TABS,انسياتيم 80 مجم 30 اقراص
73069,UROSOLVINE 12 SACHETS,auto_matched,UROSOLVINE EFF. GRAN. 12 SACHETS,يوروسولفين فوار 12 اكياس
73429,URSOFALK 250 MG 20 CAP,auto_matched,URSOFALK 250 MG 20 CAPS.,اورسوفالك 250 مجم 20 كبسول
81444,Ultra Slim Cap,auto_matched,ULTRA SLIM 30 CAPS.,الترا سليم 30 كبسول
87671,VACATION WHITENING NIGHT CARE GEL 60 ML,auto_matched,VACATION WHITENING NIGHT CARE GEL 60 ML,فاكيشن جل تفتيح ليلي 60 مل
86416,VALGESTRIL 21 TAB,auto_matched,VALGESTRIL 21 TABS,فالجيستريل 21 اقراص
86828,VANVILDA PLUS 50/1000 MG 30 TABS,auto_matched,VANVILDA PLUS 50 / 1000 MG 30 F.C. TABS,فانفيلدا بلس 50 / 1000 مجم 30 اقراص
65699,VANZAPRO 1 GM 1 VIAL,auto_matched,VANZAPRO 1 GM I.M / I.V VIAL,فانزابرو 1 جم امبول
56179,VARDENORECT 20 MG 8 TAB,auto_matched,VARDENORECT 20 MG 8 F.C. TABS,فاردينوريكت 20 مجم 8 اقراص
87071,VARDENORECT 5 MG 30 TABS,auto_matched,VARDENORECT 5 MG 30 F.C.TABS.,فاردينوريكت 5 مجم 30 اقراص
18916,VASONORM 10MG TAB,auto_matched,VASONORM 10 MG 10 TAB.,فازونورم 10 مجم اقراص
68843,VAXATO 10 MG 20 TAB,auto_matched,VAXATO 10 MG 20 F.C TABS,فاكساتو 10 مجم 20 اقراص
74491,VELOSEF 1 GM 8 TAB,auto_matched,VELOSEF 1 GM 8 TABS.,فيلوسيف 1 جم 8 اقراص
75126,VELOSEF 500 MG 16 CAP,auto_matched,VELOSEF 500 MG 16 CAPS.,فيلوسيف 500 مجم 16 كبسول
73613,VENDEXINE SYRUP 125ML,auto_matched,VENDEXINE SYRUP 125 ML,فيندكسين شراب 125 مل
73426,VENTAL COMPOSITUM INHALER 200 PUFFS,auto_matched,VENTAL COMPOSITUM 200 DOSES SPRAY,فينتال مركب 200 جرعه بخاخ
84559,VERDAPIOTAL 10 MG 30 TAB,auto_matched,VERDAPIOTAL 10 MG 30 F.C.TAB.,فيردابيوتال 10 مجم 30 اقراص
V100,VIAGRA 100 MG 4 TAB,auto_matched,VIAGRA 100 MG 4 F.C.TAB.,فياجرا 100 مجم 4 اقراص
74431,VIBRAMYCIN 100 MG 10 CAP,auto_matched,VIBRAMYCIN 100 MG 10 CAPS.,فيبرامايسين 100 مجم 10 كبسول
79504,VIGOTON PLUS 20 TABS,auto_matched,VIGOTON PLUS 20 CAPS,فيجوتون بلس 20 كبسول
89460,VILATRIPLO 100/62.5/25 MCG 60 INH. CAPS.+DUOHALER,auto_matched,VILATRIPLO 100 / 62.5 / 25 MCG 60 CAPS,فيلاتريبلو 100 / 62.5 / 25 مكجم 60 كبسول
4205,VIOTIC EAR DROPS 10 ML,auto_matched,VIOTIC EAR DROPS 10 ML,فيوتك قطره للاذن 10 مل
74589,VISCERALGINE 20 TAB,auto_matched,VISCERALGINE 50 MG 20 F.C.TABS.,فيسرالجين 50 مجم 20 اقراص
21867,VITA STRESS 20 TABS,auto_matched,VITA STRESS 20 F.C.TABS,فيتا ستريس 20 اقراص
88577,VITA-DE-VAL 10000 IU 30 SOFT GELATIN CAPS,approved_match,VITA DE VAL 30 CAPS,فيتا زنك 30 ك / ابيكو
73267,VITACID C EFF 12 TAB,auto_matched,VITACID C 1 GM 12 EFF. TAB.,فيتاسيد ج 12 اقراص فوار
73130,VITAMIN E 1000 MG 24 CAP,auto_matched,VITAMIN E 1000 MG 24 CAPS.,فيتامين هـ 1000 مجم 24 كبسول
73032,VITATRON 30 CAP,auto_matched,VITATRON 30 CAPS,فيتاترون 30 كبسول
92546,VITAWELL MAGNESIUM BREAK THROUGH 30 CAP,auto_matched,VITAWELL MAGNESIUM BREAK THROUGH 30 CAP,فيتاويل ماغنسيوم بريك 30 اقراص
73735,VITAYAMI 30 TAB,auto_matched,VITAYAMI 30 F.C. TABS.,فيتايامي 30 اقراص
3820,VOMISTOP CAP,auto_matched,VOMISTOP CAP 10,فوميستوب 10 كبسول
91621,VOMITRENAT 20/20MG 30 EXT. REL. F.C. TABS,auto_matched,VOMITRENAT 20/20 MG 30 EXT. REL. F.C. TABS,فوميترينات 20 / 20 مجم 30 اقراص
83189,VONACIDAN 20MG 20 TAB,auto_matched,VONACIDAN 20 MG 28 F.C.TABS,فوناسيدان 20 مجم 28 اقراص
82709,VONASPIRE 10MG 14TABS,auto_matched,VONASPIRE 10 MG 14 F.C.TABS,فوناسبير 10 مجم 14 اقراص
81138,VONASPIRE 20 MG 14 F.C TABS.,auto_matched,VONASPIRE 20 MG 14 F.C.TABS,فوناسبير 20 مجم 14 اقراص
85378,VONDALOUS 20MG TAB,auto_matched,VONDALOUS 20 MG 20 TABS,فوندالوس 20 مجم 20 قرص
91164,VONOPEP 20MG 20TAP,auto_matched,VONOPEP 20 MG 20 F.C. TABS.,فونوبيب 20 مجم 20 اقراص
84673,VONOPRAVIN 20 MG 28 TABS,auto_matched,VONOPRAVIN 20 MG 28 F.C. TABS,فونوبرافين 20 مجم 28 قرص
92071,VONSECA 20M 28 TAB,auto_matched,VONSECA 20 MG 28 TABS,فونسيكا 20 مجم 28 اقراص
86987,Vitalox Junior 200ml Liquid,auto_matched,VITALOX JUNIOR LIQUID 200 ML,فيتالوكس جونيور سائل 200 مل
47834,WE.GEL 25 GM,auto_matched,WE GEL 25 GM,وي جل 25 جم
83813,WELLINTA SR 150 MG TABS,auto_matched,WELLINTA SR 150 MG TABS,ويلينتا 150 مجم اس ار 30 اقراص
90757,WILLI D3 15ML,auto_matched,WILLI D 3 ORAL DROPS 15 ML,ويلي دي 3 قطره بالفم 15 مل
91940,WIN CYSTINE 30 TAB,auto_matched,WIN CYSTINE 30 TABS,وين سيستين 30 اقراص
81329,WINZOXIB 120 MG 7 TABS,auto_matched,WINZOXIB 120 MG 7 TAB,وينزوكسيب 120 مجم 7 اقراص
73732,XANTHISTOP 80 MG 30 TABS.,auto_matched,XANTHISTOP 80 MG 30 TABS.,زانسيستوب 80 مجم 30 اقراص
74247,XARELTO 20 MG 28 TAB,auto_matched,XARELTO 20 MG 28 F.C. TAB.,زاريلتو 20 مجم 28 اقراص
88046,XATRAL XL 10 MG 30 TABLETS,auto_matched,XATRAL XL 10 MG 30 F.C.TABS.,زاترال اكس ال 10 مجم 30 اقراص
83756,XERODOX 30 SUBLINGUAL TABS,auto_matched,XERODOX 30 SUBLINGUAL TABLETS,زيرودوكس 30 اقراص تحت اللسان
92633,XERODOX PLUS 30 CAPS,auto_matched,XERODOX PLUS 30 CAPS,زيرودوكس بلس 30 اقراص
67459,XILOIAL MONO 10 ML,auto_matched,XILOIALMONO 10,زيلويال قطره للعين 10 مل
73116,XILONE FORTE SYRUP,approved_match,XILONE FORTE 15 MG / 5 ML SYRUP 100 ML,زيلون فورت 15 مجم / 5 مل شراب 100 مل
89718,XIMALACT 250 MG 30 CAPS,auto_matched,XIMALACT 250 MG 30 CAPS,زيمالاكت 250 مجم 30 كبسول
66031,XORAXON 1 GM I.V,auto_matched,XORAXON 1 GM I.V. VIAL,زوراكسون 1 جم امبول وريد
74210,XTENSION 150 MG 28 TAB,auto_matched,X TENSION 150 MG 28 SCORED TAB.,اكس تينشن 150 مجم 28 اقراص
89856,XYRKUX 120 MG 7 TABS.,auto_matched,XYRKUX 120 MG 7 TABS,زيركوكس 120 مجم 7 اقراص
86734,ZADOGLOBN 20 CAPS,auto_matched,ZADOGLOBIN 20 CAPS,زادوجلوبين 20 كبسول
63830,ZANOGLIDE 4/30 MG 30 TAB.,auto_matched,ZANOGLIDE 4 / 30 MG 30 TAB.,زانوجليد 4 / 30 مجم 30 اقراص
84129,ZETAKARDOVAL 5/160 30 TABS,auto_matched,ZETAKARDOVAL 5 / 160 MG 30 F.C. TABS.,زيتاكاردوفال 5 / 160 مجم 30 اقراص
46883,ZINC OLIVE CREAM 75 GM,auto_matched,ZINC OLIVE CREAM 75 GM,زنك اوليف كريم جديد
62835,ZINCODERM CREAM 50GM,auto_matched,ZINCODERM TOPICAL CREAM 50 GM,زنكوديرم كريم 50 جم
88042,ZOFRAN 4 ML 10 AMPOULES,auto_matched,ZOFRAN 4 ML 10 AMPOULES,زوفران 4 مجم / 2 مل 10 امبول
90540,ZOLADEX LA 10.8MG,auto_matched,ZOLADEX LA 10.8 MG PREF. SYRINGE,زولادكس ال ايه 10.8 مجم سرنجه
19056,ZOVIRAX 10% CREAM,auto_matched,ZOVIRAX 5 % TOPICAL CREAM 10 GM,زوفيراكس 5 % كريم 10 جم
91683,ZSWEV JOINT 30 TABS,auto_matched,ZSWEV JOINT 30 CAP,زسويف جوينت 30 كبسول
64265,ZURCAL 40 MG 1 VIAL,approved_match,ZURCAL 40 MG POWDER FOR I.V. INF. VIAL,زوركال 40 مجم امبول وريد
73074,ZURCAL 40 MG 14 TAB,auto_matched,ZURCAL 40 MG 14 GASTRO RESISTANT TABS.,زوركال 40 مجم 14 اقراص
74414,ZYLORIC 300 MG 30 TAB,auto_matched,ZYLORIC 300 MG 30 TAB,زيلوريك 300 مجم 30 اقراص
84847,ZYMALGE GEL 50 GM,auto_matched,ZYMALGE 50 G GEL,زيمالج 50 جم جل
79410,ZYROVAZET 10/10 MG 30 TABLETS,auto_matched,ZYROVAZET 10 / 10 MG 30 F.C. TABS.,زيروفازيت 10 / 10 مجم 30 اقراص
80536,ZYROVAZET 10/20 MG 30 TABLETS,auto_matched,ZYROVAZET 10 / 20 MG 30 F.C. TABS.,زيروفازيت 10 / 20 مجم 30 اقراص
91349,amavarol 300.000 iu ampoule,auto_matched,AMAVAROL 300000 IU AMP,امافارول 300000 وحده 1 امبول
91022,ascocitrin-c 20 cap,auto_matched,ASCOCITRIN C 20 TAB,اسكوسترين سي 20 اقراص
89983,calcicolage 20tab,auto_matched,CALCICOLAGE 20 TABS,كالسيكولاج 20 اقراص
87734,cervetolka plus 500/50 20tab,auto_matched,CERVETOLKA PLUS 500 / 50 MG 20 CAPS.,سيرفيتولكا بلس 500 / 50 مجم 20 كبسول
91120,charcodoll 30 caps,auto_matched,CHARCODOLL 30 CAPS,شاركودول 30 كبسول
89605,chartoreg 40mg 28tab,auto_matched,CHARTOREG 40 MG 28 TAB,شارتوريج 40 مجم 28 اقراص
90696,dugofertin 20tab,auto_matched,DUGOFERTIN 20 TABS,دوجوفيريتن 20 اقراص
92684,eadbaz c 125 ml,auto_matched,EADBAZC 125,ايدباذ سي شراب 125 مل
91793,empacyrl 5/10 30 tab,auto_matched,EMPACYRL 10 / 5 MG 30 F.C. TABS,امباكيرل 10 / 5 مجم 30 اقراص
82820,faglozino 25mg 30 tab,auto_matched,FAGLOZINO 25 MG 30 F.C.TABS,فاجلوزينو 25 مجم اقراص
81224,farcovit B12 30 tabs,auto_matched,FARCOVIT B 12 30 CAPS.,فاركوفيت ب 12 كبسول
90253,flagoshown 20 tab,auto_matched,FLAGOSHOWN 20 MG 5 TAB,فلاجوشون 20 مجم 5 اقراص
85444,flowadjust 25 30 tab,auto_matched,FLOWADJUST 25 MG 30 TABS,فلوداجيست 25 مجم 30 اقراص
81456,flunzapine 6/25 cap,auto_matched,FLUNZAPINE 6 / 25 MG 20 CAPS.,فلونزابين 6 / 25 مجم 20 كبسول
77295,fortazedim 1g vial,auto_matched,FORTAZEDIM 1 GM VIAL,فورتازيديم 1 جم امبول
85026,glasbylong 60 mg 3 tab,auto_matched,glasbylong 60 mg 3 tab,جلاسبيلونج 60 مجم 3 اقراص
81362,gliflozamet 25mg/1000mg xr,auto_matched,GLIFLOZAMET XR 25 / 1000 MG 30 F.C.TABS,جليفلوزاميت اكس ار 25 / 1000 مجم 30 اقراص
79643,gonatestone amp,auto_matched,gonatestone amp 250,جوناتستون 250 مجم / مل امبول
83630,gotal whiteing lotion 75ml,auto_matched,GOTAL WHITENING LOTION 75 ML,جوتال لوشن تفتيح 75 مل
76298,goutyless 30tab,auto_matched,GOUTYLESS 30 TABS.,جاوتيلس 30 اقراص
79601,granitryl 2mg 5tablets,auto_matched,GRANITRYL 2 MG 5 F.C. TABS.,جرانيتريل 2 مجم 5 اقراص
81022,hanzo 10 sachets,auto_matched,HANZO 10 SACHETS,هانزو 10 اكياس
79594,integrol 10 mg 30tablets,auto_matched,INTEGROL 10 MG 30 F.C. TABS.,انتجرول 10 مجم 30 اقراص
92065,isotretam 20mg 20 cap,auto_matched,ISOTRETAM 20 MG 20 SOFT GELATIN CAP,ايزوتريتام 20 مجم 20 كبسول
79531,iverzine 30gm topical cream,auto_matched,IVERZINE 1 % CREAM 30 GM,ايفرزين 1 % كريم 30 جم
87709,l-omega 3 30 cap,auto_matched,L OMEGA 3 30 CAPS,اوميجا ال 2 م القديم 315
85613,limitless glow hair 30 tab,auto_matched,LIMITLESS GLOW HAIR 30 F.C. TABS.,ليمتلس جلو هير 30 اقراص
92236,linagliflozin 10/5 mg 30 tab,auto_matched,LINAGLIFLOZIN 10 / 5 MG 30 TABS,ليناجليفلوزين 10 / 5 مجم 30 اقراص
90601,menzofolic 30tab,auto_matched,MENZOFLIC 30 TABS,مينزوفيلك 30 اقراص
81428,mirtofutal 30 mg tab,auto_matched,MIRTOFUTAL 30 MG 20 F.C. TABS.,ميرتوفيوتال 30 مل اقراص
90617,movacartin 30cap,auto_matched,MOVACARTIN 30 CAPS,موفاكارتين 30 كبسول
81866,movy up massage cream,auto_matched,MOVY UP MASSAGE CREAM,موفي اب مساج كريم
91084,nanodam nappy rash cream 50mg,auto_matched,NANODAM NAPPY RASH CREAM,نانودام كريم لمنطقه الحفاضه
79654,nashiliv 10mg 20 tablets,auto_matched,nashiliv 10 mg 20 tablets,ناشيليف 10 مجم 20 اقراص
79653,nashiliv 5mg 20 tablets,auto_matched,nashiliv 5 mg 20 tablets,ناشيليف 5 مجم 20 اقراص
92098,nebula acne facial cleanser,auto_matched,NEBULA ACNE FACIAL CLEANSER 200 ML,نيبولا غسول لحب الشباب 200 مل
87403,norki bones 30 tab,auto_matched,NORKI BONES 30 TABLET,نوركي بونز 30 اقراص
92086,novistoric plus 10/10 mg 30 tab,auto_matched,NOVISTORIC PLUS 10 / 10 MG 30 TAB,نوفيستوريك بلس 10 / 10 مجم 30 اقراص
75874,o-pedal hair serum,auto_matched,o-pedal hair serum 60,اوبيدال سيرم بخاخ للشعر 60 مل
90618,octoconval 300mg 30cap,auto_matched,octoconval 300 mg 30 cap,اوكتوكونفال 300 مجم 30 اقراص
90033,p-iron plus 30mg 20 capS,auto_matched,P IRON PLUS 20 CAPS,بي ايرون بلس 20 كبسول
89823,pantroglop 40 vial,auto_matched,pantroglop 40 vial,بانتروجلوب 40 مجم امبول
83997,patrimac 20 28 tab,auto_matched,PATRIMAC 20 MG 28 E.C.TABS,باتريماك 20 مجم 28 قرص
78222,rivarospire 15mg 42 tabs,auto_matched,RIVAROSPIRE 15 MG 42 F.C. TAB.,ريفاروسبير 15 مجم 42 اقراص
82748,rivarospire 2.5mg tab,auto_matched,RIVAROSPIRE 2.5 MG 30 F.C. TAB.,ريفاروسبير 2.5 مجم 30 اقراص
83176,salmetocort 50\250 60caps,auto_matched,salmetocort 50\250 60 caps,سالميتوكورت 250 / 50 مكجم 60 كبسول استنشاق
81798,sanso bronchi syrup,auto_matched,SANSO BRONCHI SYRUP 100 ML,سانسو برونشي شراب 100 مل
84403,spray on spray,auto_matched,NEO MOVE ON SPRAY 200 ML,بخاخ نويا حسنه 200 مل
80930,tola hair oil replacement 100 ml,auto_matched,TOLA HAIR OIL REPLACEMENT 100 ML,تولا بديل زيت للشعر 100 مل
86488,vilgat 50 mg 30 tabs,auto_matched,vilgat 50 mg 30 tabs,فيلجات 50 مجم 30 اقراص
67368,visanne 2mg 28 tab,auto_matched,VISANNE 2 MG 28 TABLETS,فيزان 2 مجم 28 اقراص
92252,vonaspire 20mg 28tab,auto_matched,VONASPIRE 20 MG 28 F.C.TABS,فوناسبير 20 مجم 28 اقراص
60936,xgeva 120 mg injection AMGEN,auto_matched,xgeva 120 mg injection AMGEN,اكسجيفا 120 مجم امبول
90395,xyrkux 60mg 20flim,auto_matched,XYRKUX 60 MG 20 TABS,زيركوكس 60 مجم اقراص
92073,zetazolex 4 mg 30 tab,auto_matched,zetazolex 4 mg 30 tab,زيتازولكس 4 مجم 30 اقراص
83211,zinc olive lotion 100ml,auto_matched,ZINC OLIVE LOTION 100 ML COLLEDGE,زنك اوليف لوشن 100 مل كولدج
87832,حلمة بيبرونه بلبز كلاسيك 0 شهور,auto_matched,BUBBLES NATURAL TEAT FROM 0 MONTH,بابلز حلمه ناتشورال 0 شهر
86029,رويال جيل 450 مل ملك الاحساس,auto_matched,ROYAL HAIR GEL CREAM 450 ML NATURAL HOLD,رويال جل 450 مل ازرق ثبات طبيعي
